CustomerID,TransactionDate,TransactionAmount
CUST10990,05-08-2022,1195.56
CUST10210,04-02-2025,201.18
CUST10623,03-08-2023,542.49
CUST10609,21-04-2025,230.98
CUST10880,18-12-2022,2188.84
CUST10713,04-06-2021,1449.9
CUST10372,14-03-2022,473.62
CUST10491,29-02-2024,1900.71
CUST10527,17-01-2025,321.49
CUST10151,06-05-2022,1113.71
CUST10787,11-03-2024,123.41
CUST10876,20-06-2025,1545.88
CUST10178,28-11-2024,961.99
CUST10928,01-05-2025,1411.16
CUST10719,22-12-2024,189.36
CUST10135,17-10-2023,808.3
CUST10434,02-05-2022,694.22
CUST10777,09-05-2023,506.01
CUST10046,15-07-2025,1208.04
CUST10076,01-07-2023,1644.51
CUST10364,24-11-2024,1733.72
CUST10653,29-09-2023,326.43
CUST10758,22-10-2022,1401.7
CUST10712,28-10-2023,546.08
CUST10818,08-07-2024,730.42
CUST10319,04-02-2025,2320.07
CUST10701,06-10-2024,1880.04
CUST10257,10-08-2023,1731.32
CUST10740,04-02-2025,859.67
CUST10369,15-12-2022,766.49
CUST10378,23-03-2024,18.17
CUST10954,06-02-2025,1365.1
CUST10317,16-04-2024,560.97
CUST10416,10-05-2024,323.03
CUST10408,02-06-2023,1054.9
CUST10487,02-04-2024,1127.2
CUST10448,30-12-2020,1520.73
CUST10377,05-06-2023,1056.03
CUST10333,03-01-2023,820.98
CUST10906,13-07-2024,1117.45
CUST10638,28-03-2022,341.58
CUST10717,18-04-2025,2788.32
CUST10422,26-11-2023,219.14
CUST10155,02-09-2024,1418.49
CUST10818,18-07-2021,927.28
CUST10135,29-07-2024,366.8
CUST10717,09-12-2024,721.04
CUST10489,19-03-2025,671.83
CUST10256,12-11-2023,751.19
CUST10652,30-10-2024,279.8
CUST10920,06-06-2023,570.31
CUST10710,09-01-2025,795.6
CUST10258,26-10-2022,2162.22
CUST10437,03-04-2021,230.73
CUST10983,19-08-2023,1988.58
CUST10591,06-01-2024,506.42
CUST10482,05-11-2024,55.31
CUST10619,03-06-2025,1033.46
CUST10049,04-04-2023,2222.64
CUST10301,13-10-2022,1051.57
CUST10543,04-03-2025,714.67
CUST10824,24-04-2025,1606.77
CUST10505,23-06-2025,548.52
CUST10352,06-09-2024,844.98
CUST10506,16-04-2022,905.03
CUST10134,07-10-2023,852.47
CUST10457,04-08-2024,1625.56
CUST10148,19-04-2023,1395.22
CUST10909,01-05-2024,611.58
CUST10663,07-03-2025,334.93
CUST10712,19-07-2024,269.87
CUST10485,16-10-2024,178.21
CUST10977,22-03-2025,497.22
CUST10865,25-05-2024,1225.37
CUST10154,05-09-2024,835.92
CUST10897,21-12-2022,2270.69
CUST10238,25-08-2024,833.09
CUST10341,05-04-2023,1978.24
CUST10798,11-05-2023,580.87
CUST10071,28-09-2023,357.89
CUST10699,28-09-2023,456.35
CUST10566,25-01-2025,2274.06
CUST10576,24-09-2024,290.03
CUST10601,11-07-2025,309.07
CUST10373,25-05-2025,2483.07
CUST10174,31-01-2025,1197.3
CUST10811,03-03-2024,996.11
CUST10430,20-05-2024,616.82
CUST10640,20-02-2025,1613.78
CUST10419,19-03-2024,896.68
CUST10311,20-02-2025,393.33
CUST10276,06-09-2024,364.08
CUST10226,14-02-2023,1351.89
CUST10631,06-07-2024,303.69
CUST10010,16-08-2022,622.3
CUST10876,05-01-2025,1203.98
CUST10671,03-04-2025,413.75
CUST10491,15-09-2021,865.41
CUST10366,24-06-2025,504.74
CUST10082,21-10-2024,1522.42
CUST10851,04-06-2025,1139.61
CUST10269,30-07-2022,865.42
CUST10497,27-07-2025,1773.33
CUST10736,31-05-2022,456.97
CUST10402,17-12-2020,1477.26
CUST10470,25-10-2023,1445.47
CUST10837,28-09-2023,775.08
CUST10046,23-04-2025,689.02
CUST10437,20-07-2021,434.54
CUST10259,06-06-2024,2690.77
CUST10499,07-09-2023,517.29
CUST10542,03-01-2023,318.68
CUST10153,24-06-2023,3524.16
CUST10329,20-01-2024,1002
CUST10151,18-05-2022,640.08
CUST10210,16-09-2022,813.54
CUST10753,05-05-2023,756.94
CUST10390,24-03-2025,466.58
CUST10124,31-03-2023,316.61
CUST10113,15-08-2022,784.81
CUST10803,14-03-2024,821.88
CUST10908,16-03-2025,502.87
CUST10914,15-09-2021,931.71
CUST10329,23-01-2024,1259.61
CUST10147,23-04-2024,739.91
CUST10480,11-06-2024,1574.98
CUST10643,10-03-2023,581.27
CUST10533,29-08-2024,958.92
CUST10818,27-10-2023,2219.88
CUST10459,20-01-2023,1349.8
CUST10886,27-08-2024,1289.25
CUST10943,16-06-2025,3363.88
CUST10538,13-10-2023,702.31
CUST10158,05-07-2024,1681.65
CUST10963,19-02-2021,1220.02
CUST10505,13-09-2023,561.73
CUST10862,09-01-2023,1347.28
CUST10159,12-03-2023,3589.95
CUST10871,26-12-2023,1296.45
CUST10062,13-09-2024,627.75
CUST10193,12-12-2024,1191.79
CUST10721,28-01-2023,218.19
CUST10408,14-03-2025,1016.83
CUST10342,18-04-2023,676.26
CUST10659,30-08-2024,1722.25
CUST10758,13-05-2024,144.92
CUST10264,08-07-2024,866.24
CUST10499,01-09-2022,1327.55
CUST10296,08-10-2021,944.21
CUST10037,13-06-2021,1443.33
CUST10446,02-03-2025,896.17
CUST10082,20-06-2025,886.55
CUST10219,17-06-2024,570.42
CUST10027,27-08-2024,2490.16
CUST10971,08-05-2025,1118.02
CUST10589,26-12-2024,715.44
CUST10327,06-11-2024,179.19
CUST10414,02-12-2023,1265.28
CUST10831,25-02-2025,1194.89
CUST10298,02-10-2024,193.09
CUST10252,20-02-2022,1294.29
CUST10307,11-03-2022,1412.56
CUST10846,24-06-2022,2794.13
CUST10442,12-08-2023,500.18
CUST10358,05-01-2025,1830.17
CUST10885,08-09-2023,1732.37
CUST10452,03-04-2023,1422.22
CUST10912,07-02-2024,1372.65
CUST10332,14-09-2023,603.64
CUST10843,03-08-2021,282.71
CUST10697,21-11-2024,2078.93
CUST10763,15-03-2023,1285.84
CUST10284,02-01-2022,661.81
CUST10123,20-08-2021,388.11
CUST10691,21-04-2023,2392.64
CUST10380,13-06-2023,1521.71
CUST10034,18-07-2024,695.36
CUST10841,28-07-2024,176.46
CUST10295,02-07-2024,1590.58
CUST10208,07-09-2023,1609.08
CUST10742,13-01-2024,1731.34
CUST10601,15-08-2024,705.14
CUST10111,07-03-2025,927.09
CUST10617,19-05-2023,211.94
CUST10834,07-05-2022,1894.81
CUST10750,06-06-2023,294.81
CUST10264,29-10-2022,716.29
CUST10017,22-01-2023,993.21
CUST10264,16-12-2021,358.8
CUST10981,19-11-2024,588.78
CUST10987,19-09-2022,1157.56
CUST10342,14-05-2021,1791.23
CUST10113,21-04-2024,646.33
CUST10408,19-03-2024,245.69
CUST10921,27-12-2023,882.23
CUST10471,12-08-2024,1055.93
CUST10301,06-01-2023,380.64
CUST10559,31-01-2021,400.22
CUST10286,21-07-2025,25.34
CUST10381,28-11-2024,587.27
CUST10147,06-01-2024,1266.87
CUST10504,23-06-2024,349.74
CUST10059,01-12-2021,720.66
CUST10106,15-11-2024,698.65
CUST10387,14-12-2023,535.84
CUST10909,16-03-2024,597.13
CUST10455,19-04-2022,1107.84
CUST10941,14-08-2023,1388.29
CUST10320,13-01-2023,58.28
CUST10911,17-06-2022,789.19
CUST10007,14-01-2023,738.28
CUST10912,15-09-2024,189
CUST10948,07-06-2025,387.9
CUST10862,25-11-2024,1250.98
CUST10477,23-06-2023,2243.37
CUST10644,02-08-2024,214.53
CUST10240,01-04-2025,1797.04
CUST10139,23-01-2023,2308.87
CUST10321,25-12-2024,689.1
CUST10153,01-04-2025,102.97
CUST10208,22-07-2025,282.01
CUST10496,07-12-2024,693.45
CUST10886,06-01-2024,554.87
CUST10175,21-11-2023,856.92
CUST10926,27-05-2025,2950.5
CUST10288,07-01-2025,1109.51
CUST10352,14-01-2024,624.65
CUST10224,16-10-2024,1847.42
CUST10663,10-03-2023,484.22
CUST10787,17-05-2024,3828.45
CUST10716,26-06-2025,568.21
CUST10684,24-04-2025,69.48
CUST10908,23-01-2025,1285.68
CUST10212,26-07-2024,181.12
CUST10629,25-02-2024,180.61
CUST10970,07-04-2025,2344.42
CUST10062,08-02-2025,378.67
CUST10618,16-05-2023,97.96
CUST10465,07-03-2023,508.06
CUST10812,12-03-2024,1512.95
CUST10282,07-11-2023,2396.44
CUST10687,01-05-2023,1127.68
CUST10693,17-04-2023,963.06
CUST10474,20-04-2024,679.41
CUST10472,15-06-2025,745.65
CUST10481,31-10-2024,474.94
CUST10373,04-10-2021,1011.97
CUST10437,24-10-2021,687.42
CUST10433,21-11-2024,394.04
CUST10069,31-07-2022,2298.7
CUST10996,01-10-2024,3489.81
CUST10964,07-09-2022,1845.44
CUST10230,12-03-2024,1785.4
CUST10352,29-10-2022,1307.27
CUST10963,20-07-2022,942.91
CUST10056,17-05-2024,2392.96
CUST10332,20-04-2024,599.96
CUST10106,12-09-2024,710.82
CUST10684,28-03-2024,838.11
CUST10392,15-08-2024,2088.7
CUST10558,15-01-2023,988.04
CUST10732,08-11-2024,718.69
CUST10710,04-01-2025,624.42
CUST10511,09-01-2025,1823.61
CUST10338,15-07-2024,1077.27
CUST10145,22-04-2025,750.1
CUST10927,19-04-2024,2885.85
CUST10207,12-01-2024,1083.82
CUST10070,11-02-2024,703.63
CUST10818,14-12-2022,132.54
CUST10274,11-12-2023,647.6
CUST10508,09-02-2024,453.63
CUST10905,21-07-2024,1797.48
CUST10498,30-11-2024,1166.75
CUST10479,27-04-2024,707.12
CUST10326,09-05-2022,54.98
CUST10476,04-10-2024,1062.79
CUST10556,18-06-2023,462.02
CUST10082,21-09-2024,1809.83
CUST10504,10-10-2024,1477.53
CUST10611,15-11-2024,1024.56
CUST10286,24-08-2024,683.84
CUST10745,27-07-2025,757.71
CUST10559,10-02-2023,676.2
CUST10858,20-06-2024,130.06
CUST10660,11-01-2024,719.06
CUST10116,10-02-2025,1035.48
CUST10724,09-05-2022,581.35
CUST10585,08-11-2024,675.84
CUST10827,13-11-2023,1524
CUST10835,15-11-2024,1203.71
CUST10134,27-01-2025,672.59
CUST10913,19-12-2024,266.67
CUST10426,11-10-2022,1248.13
CUST10095,13-06-2022,404.92
CUST10760,07-11-2023,763.88
CUST10148,15-05-2024,1354.72
CUST10935,19-05-2023,2567.44
CUST10927,03-12-2024,624.32
CUST10834,24-05-2021,898.85
CUST10391,04-02-2025,409.97
CUST10098,03-04-2025,445.39
CUST10433,06-12-2024,495.26
CUST10941,07-01-2025,824.77
CUST10750,04-02-2023,327.08
CUST10570,04-04-2024,367.67
CUST10223,14-12-2023,810.07
CUST10969,31-12-2023,2760.95
CUST10150,23-04-2025,457.52
CUST10003,22-04-2025,597.07
CUST10573,16-03-2023,344.09
CUST10695,22-12-2021,358.28
CUST10632,02-12-2024,240.32
CUST10115,18-12-2021,686.79
CUST10957,06-08-2024,899.83
CUST10849,24-09-2022,1058.43
CUST10103,26-07-2022,1090.57
CUST10083,03-10-2023,347.41
CUST10660,29-11-2024,825.78
CUST10338,17-04-2024,453.7
CUST10127,28-12-2022,481.81
CUST10693,25-09-2023,204.3
CUST10596,05-05-2025,531.57
CUST10572,04-01-2025,1322.08
CUST10658,16-04-2023,957.58
CUST10383,14-01-2025,778.78
CUST10426,06-02-2023,3261.12
CUST10699,01-02-2023,526.93
CUST10404,16-05-2025,1257.14
CUST10076,13-07-2025,2801.34
CUST10423,13-03-2024,585.1
CUST10879,21-08-2024,503.87
CUST10842,29-06-2025,1014.06
CUST10868,04-08-2024,508.94
CUST10870,05-02-2024,1536.52
CUST10662,15-03-2025,915.45
CUST10461,22-07-2024,1056.65
CUST10307,10-06-2025,1016.26
CUST10761,14-08-2021,765
CUST10797,01-06-2024,1596.85
CUST10446,08-06-2024,1762.74
CUST10955,01-08-2023,1821.38
CUST10451,13-08-2024,2000.55
CUST10407,19-12-2023,848.5
CUST10637,15-01-2025,1222.69
CUST10557,13-07-2025,177.24
CUST10622,09-05-2025,975.19
CUST10136,16-09-2024,446.06
CUST10468,06-06-2022,2720.3
CUST10618,04-07-2022,1433.71
CUST10489,11-03-2025,253.32
CUST10396,18-11-2023,2562.18
CUST10882,22-02-2024,331.77
CUST10108,16-05-2022,1256.18
CUST10340,21-09-2023,2230.61
CUST10284,15-09-2022,512.95
CUST10641,01-12-2021,2220.53
CUST10850,09-03-2022,2443.9
CUST10144,28-01-2025,831.46
CUST10271,05-07-2022,794.81
CUST10674,05-09-2021,1064.63
CUST10044,09-01-2023,658.38
CUST10096,28-12-2021,865.98
CUST10799,28-02-2025,983.19
CUST10977,08-09-2024,647.4
CUST10170,14-08-2024,900.38
CUST10749,23-05-2023,2381.92
CUST10674,12-11-2024,1824.89
CUST10036,11-10-2024,1549.02
CUST10004,29-08-2023,1184.93
CUST10902,13-11-2024,113.67
CUST10334,14-03-2023,854.56
CUST10346,19-05-2023,250.77
CUST10042,03-12-2024,1343.07
CUST10165,24-03-2022,813.93
CUST10431,03-01-2024,1140.41
CUST10449,29-04-2025,622.63
CUST10633,24-05-2023,1067.38
CUST10017,10-09-2022,89.42
CUST10441,12-01-2021,599.6
CUST10562,13-09-2020,197.33
CUST10579,17-06-2025,352.01
CUST10411,01-04-2024,1892.41
CUST10125,15-10-2024,259.53
CUST10893,30-03-2023,2178.44
CUST10695,08-12-2023,933.52
CUST10404,23-06-2024,1268.37
CUST10058,22-04-2022,1492.01
CUST10028,17-02-2022,1490.01
CUST10139,09-11-2023,1339.7
CUST10245,25-04-2025,241.13
CUST10989,30-04-2023,2095.98
CUST10895,12-09-2021,508.13
CUST10517,06-03-2025,1055.81
CUST10497,29-01-2025,587.15
CUST10664,30-05-2025,1047.87
CUST10399,22-01-2024,878.02
CUST10966,08-09-2022,1655.46
CUST10321,26-03-2025,489.93
CUST10131,25-07-2025,1424.01
CUST10295,04-11-2024,787.16
CUST10626,18-01-2024,855.52
CUST10142,01-07-2023,838.74
CUST10582,20-01-2025,639.71
CUST10579,18-07-2024,4314.81
CUST10875,05-01-2025,418.04
CUST10143,16-04-2025,453.89
CUST10567,16-01-2024,2467.33
CUST10144,30-08-2024,996.1
CUST10777,17-02-2025,241.32
CUST10149,13-06-2024,550.11
CUST10602,18-01-2023,490.77
CUST10242,27-08-2024,1437.7
CUST10743,29-06-2025,886.42
CUST10915,15-06-2024,1576.88
CUST10874,25-08-2024,820.93
CUST10203,11-02-2025,1019.6
CUST10947,15-05-2023,1216.75
CUST10031,18-08-2024,871.58
CUST10852,16-02-2022,2402.13
CUST10972,17-04-2024,237.15
CUST10217,09-02-2023,1205.52
CUST10501,26-02-2025,760.33
CUST10572,06-05-2025,72.02
CUST10993,30-01-2025,1124.35
CUST10468,29-08-2023,447.35
CUST10806,17-03-2025,2882.67
CUST10372,06-09-2021,286.29
CUST10480,08-06-2025,2253.81
CUST10648,18-02-2024,306.47
CUST10438,26-07-2024,1995.96
CUST10543,22-09-2024,1401.75
CUST10000,03-10-2022,961.52
CUST10430,31-12-2024,1899.35
CUST10916,07-08-2022,653.79
CUST10244,24-07-2025,1006.31
CUST10727,28-02-2023,588.01
CUST10388,27-10-2024,2165.5
CUST10848,23-01-2025,1073.92
CUST10878,29-07-2025,755.12
CUST10273,07-07-2024,426.13
CUST10633,17-09-2024,338.17
CUST10958,26-11-2024,70.76
CUST10964,11-04-2023,495.83
CUST10027,23-09-2024,3134.68
CUST10787,23-06-2023,1601.14
CUST10538,10-10-2024,1439.94
CUST10873,08-06-2023,262.68
CUST10331,11-10-2024,520.72
CUST10111,30-07-2024,1058.16
CUST10826,08-08-2024,1022.88
CUST10525,26-05-2021,728.3
CUST10878,03-05-2023,627.7
CUST10842,21-06-2024,997.36
CUST10846,16-12-2021,182.84
CUST10795,13-06-2024,1202.76
CUST10853,13-05-2025,3077.99
CUST10838,06-09-2024,1060.88
CUST10251,23-03-2025,384.69
CUST10438,01-10-2024,3139.18
CUST10263,18-02-2024,375.85
CUST10132,30-05-2025,1267.88
CUST10904,14-05-2022,959.31
CUST10533,01-07-2024,717.71
CUST10479,09-05-2025,2103.8
CUST10581,22-01-2025,926.23
CUST10887,29-11-2023,272.69
CUST10780,04-05-2023,399.59
CUST10560,13-10-2024,2963.69
CUST10376,17-12-2024,602.81
CUST10257,17-03-2025,324.97
CUST10918,25-04-2023,1215.22
